block,first_page,last_page,offset,ff_pct,zero_pct,unique,entropy,dominant,dominant_pct,mixed_ff00_pct,abnormal_pages,erased_pages,zero_pages,reasons
317,20288,20351,41549824,0.3814697265625,0.417327880859375,256,7.998589124047789,212,0.437164306640625,0.798797607421875,64,0,0,MANY_ABNORMAL_PAGES
318,20352,20415,41680896,0.37689208984375,0.41961669921875,256,7.998660380660938,112,0.429534912109375,0.7965087890625,64,0,0,MANY_ABNORMAL_PAGES
319,20416,20479,41811968,0.396728515625,0.41351318359375,256,7.998439614433466,74,0.437164306640625,0.81024169921875,64,0,0,MANY_ABNORMAL_PAGES
320,20480,20543,41943040,0.4150390625,0.412750244140625,256,7.998446059122609,230,0.4486083984375,0.827789306640625,64,0,0,MANY_ABNORMAL_PAGES
321,20544,20607,42074112,0.391387939453125,0.444793701171875,256,7.998706712866419,0,0.444793701171875,0.836181640625,64,0,0,MANY_ABNORMAL_PAGES
322,20608,20671,42205184,0.421142578125,0.41961669921875,256,7.998889934040479,90,0.431060791015625,0.84075927734375,64,0,0,MANY_ABNORMAL_PAGES
323,20672,20735,42336256,0.327301025390625,0.38604736328125,256,7.9985544688604175,210,0.446319580078125,0.713348388671875,64,0,0,MANY_ABNORMAL_PAGES
324,20736,20799,42467328,0.376129150390625,0.446319580078125,256,7.998707842310723,0,0.446319580078125,0.82244873046875,64,0,0,MANY_ABNORMAL_PAGES
325,20800,20863,42598400,0.3936767578125,0.428009033203125,256,7.998514880963429,45,0.43487548828125,0.821685791015625,64,0,0,MANY_ABNORMAL_PAGES
326,20864,20927,42729472,0.388336181640625,0.44097900390625,256,7.998652194488419,0,0.44097900390625,0.829315185546875,64,0,0,MANY_ABNORMAL_PAGES
327,20928,20991,42860544,0.3692626953125,0.414276123046875,256,7.998684434565053,60,0.44097900390625,0.783538818359375,64,0,0,MANY_ABNORMAL_PAGES
328,20992,21055,42991616,0.400543212890625,0.412750244140625,256,7.998575076927033,32,0.43792724609375,0.81329345703125,64,0,0,MANY_ABNORMAL_PAGES
329,21056,21119,43122688,0.395965576171875,0.408935546875,256,7.9989047246753815,127,0.44097900390625,0.804901123046875,64,0,0,MANY_ABNORMAL_PAGES
330,21120,21183,43253760,0.396728515625,0.382232666015625,256,7.998716121646787,90,0.441741943359375,0.778961181640625,64,0,0,MANY_ABNORMAL_PAGES
331,21184,21247,43384832,0.360870361328125,0.444793701171875,256,7.99852243671986,0,0.444793701171875,0.8056640625,64,0,0,MANY_ABNORMAL_PAGES
332,21248,21311,43515904,0.385284423828125,0.437164306640625,256,7.9986307164467405,142,0.43792724609375,0.82244873046875,64,0,0,MANY_ABNORMAL_PAGES
333,21312,21375,43646976,0.3997802734375,0.43487548828125,256,7.998700114658838,117,0.44097900390625,0.83465576171875,64,0,0,MANY_ABNORMAL_PAGES
334,21376,21439,43778048,0.40130615234375,0.402069091796875,256,7.998716323184762,44,0.4364013671875,0.803375244140625,64,0,0,MANY_ABNORMAL_PAGES
335,21440,21503,43909120,0.399017333984375,0.42724609375,256,7.9986446944262335,132,0.441741943359375,0.826263427734375,64,0,0,MANY_ABNORMAL_PAGES
336,21504,21567,44040192,0.40740966796875,0.403594970703125,256,7.998612652305831,171,0.4364013671875,0.811004638671875,64,0,0,MANY_ABNORMAL_PAGES
337,21568,21631,44171264,0.395965576171875,0.399017333984375,256,7.998586150860412,182,0.44708251953125,0.79498291015625,64,0,0,MANY_ABNORMAL_PAGES
338,21632,21695,44302336,0.39215087890625,0.45318603515625,256,7.998425884233503,0,0.45318603515625,0.8453369140625,64,0,0,MANY_ABNORMAL_PAGES
339,21696,21759,44433408,0.397491455078125,0.414276123046875,256,7.9985129433941795,48,0.439453125,0.811767578125,64,0,0,MANY_ABNORMAL_PAGES
340,21760,21823,44564480,0.390625,0.44403076171875,256,7.998632979184422,0,0.44403076171875,0.83465576171875,64,0,0,MANY_ABNORMAL_PAGES
341,21824,21887,44695552,0.412750244140625,0.40130615234375,256,7.998586053102447,128,0.43792724609375,0.814056396484375,64,0,0,MANY_ABNORMAL_PAGES
342,21888,21951,44826624,0.3875732421875,0.440216064453125,256,7.998296993628457,0,0.440216064453125,0.827789306640625,64,0,0,MANY_ABNORMAL_PAGES
343,21952,22015,44957696,0.417327880859375,0.4241943359375,256,7.998803287146942,39,0.435638427734375,0.841522216796875,64,0,0,MANY_ABNORMAL_PAGES
344,22016,22079,45088768,0.40130615234375,0.43792724609375,256,7.998421585520892,200,0.439453125,0.8392333984375,64,0,0,MANY_ABNORMAL_PAGES
345,22080,22143,45219840,0.414276123046875,0.42266845703125,256,7.998630031238328,3,0.43182373046875,0.836944580078125,64,0,0,MANY_ABNORMAL_PAGES
346,22144,22207,45350912,0.39520263671875,0.428009033203125,256,7.998722797646961,0,0.428009033203125,0.823211669921875,64,0,0,MANY_ABNORMAL_PAGES
347,22208,22271,45481984,0.374603271484375,0.428009033203125,256,7.9983759084806705,228,0.453948974609375,0.8026123046875,64,0,0,MANY_ABNORMAL_PAGES
348,22272,22335,45613056,0.37841796875,0.473785400390625,256,7.998483813892202,0,0.473785400390625,0.852203369140625,64,0,0,MANY_ABNORMAL_PAGES
349,22336,22399,45744128,0.371551513671875,0.44708251953125,256,7.998337909121028,0,0.44708251953125,0.818634033203125,64,0,0,MANY_ABNORMAL_PAGES
350,22400,22463,45875200,0.372314453125,0.417327880859375,256,7.998642082590458,28,0.434112548828125,0.789642333984375,64,0,0,MANY_ABNORMAL_PAGES
351,22464,22527,46006272,0.380706787109375,0.446319580078125,256,7.998588595800486,0,0.446319580078125,0.8270263671875,64,0,0,MANY_ABNORMAL_PAGES
352,22528,22591,46137344,0.396728515625,0.481414794921875,256,7.998330107278053,0,0.481414794921875,0.878143310546875,64,0,0,MANY_ABNORMAL_PAGES
353,22592,22655,46268416,0.4150390625,0.417327880859375,256,7.998502449812384,181,0.457000732421875,0.832366943359375,64,0,0,MANY_ABNORMAL_PAGES
354,22656,22719,46399488,0.39215087890625,0.445556640625,256,7.998696001673364,0,0.445556640625,0.83770751953125,64,0,0,MANY_ABNORMAL_PAGES
355,22720,22783,46530560,0.3936767578125,0.402069091796875,256,7.998423570278662,235,0.452423095703125,0.795745849609375,64,0,0,MANY_ABNORMAL_PAGES
356,22784,22847,46661632,0.402069091796875,0.438690185546875,256,7.998664922649199,0,0.438690185546875,0.84075927734375,64,0,0,MANY_ABNORMAL_PAGES
357,22848,22911,46792704,0.3875732421875,0.424957275390625,256,7.998846171592521,154,0.42572021484375,0.812530517578125,64,0,0,MANY_ABNORMAL_PAGES
358,22912,22975,46923776,0.40130615234375,0.440216064453125,256,7.998521918003943,114,0.452423095703125,0.841522216796875,64,0,0,MANY_ABNORMAL_PAGES
359,22976,23039,47054848,0.37841796875,0.439453125,256,7.998434881168142,37,0.444793701171875,0.81787109375,64,0,0,MANY_ABNORMAL_PAGES
360,23040,23103,47185920,0.384521484375,0.445556640625,256,7.998543434210547,0,0.445556640625,0.830078125,64,0,0,MANY_ABNORMAL_PAGES
361,23104,23167,47316992,33.779144287109375,0.42572021484375,256,6.21468533692948,255,33.779144287109375,34.204864501953125,64,21,0,MANY_ABNORMAL_PAGES
362,23168,23231,47448064,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
363,23232,23295,47579136,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
364,23296,23359,47710208,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
365,23360,23423,47841280,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
366,23424,23487,47972352,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
367,23488,23551,48103424,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
368,23552,23615,48234496,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
369,23616,23679,48365568,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
370,23680,23743,48496640,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
371,23744,23807,48627712,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
372,23808,23871,48758784,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
373,23872,23935,48889856,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
374,23936,23999,49020928,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
375,24000,24063,49152000,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
376,24064,24127,49283072,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
377,24128,24191,49414144,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
378,24192,24255,49545216,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
379,24256,24319,49676288,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
380,24320,24383,49807360,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
381,24384,24447,49938432,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
382,24448,24511,50069504,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
383,24512,24575,50200576,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
384,24576,24639,50331648,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
385,24640,24703,50462720,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
386,24704,24767,50593792,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
387,24768,24831,50724864,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
388,24832,24895,50855936,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
389,24896,24959,50987008,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
390,24960,25023,51118080,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
391,25024,25087,51249152,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
392,25088,25151,51380224,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
393,25152,25215,51511296,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
394,25216,25279,51642368,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
395,25280,25343,51773440,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
396,25344,25407,51904512,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
397,25408,25471,52035584,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
398,25472,25535,52166656,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
399,25536,25599,52297728,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
400,25600,25663,52428800,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
401,25664,25727,52559872,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
402,25728,25791,52690944,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
403,25792,25855,52822016,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
404,25856,25919,52953088,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
405,25920,25983,53084160,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
406,25984,26047,53215232,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
407,26048,26111,53346304,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
408,26112,26175,53477376,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
409,26176,26239,53608448,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
410,26240,26303,53739520,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
411,26304,26367,53870592,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
412,26368,26431,54001664,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
413,26432,26495,54132736,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
414,26496,26559,54263808,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
415,26560,26623,54394880,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
416,26624,26687,54525952,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
417,26688,26751,54657024,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
418,26752,26815,54788096,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
419,26816,26879,54919168,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
420,26880,26943,55050240,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
421,26944,27007,55181312,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
422,27008,27071,55312384,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
423,27072,27135,55443456,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
424,27136,27199,55574528,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
425,27200,27263,55705600,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
426,27264,27327,55836672,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
427,27328,27391,55967744,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
428,27392,27455,56098816,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
429,27456,27519,56229888,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
430,27520,27583,56360960,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
431,27584,27647,56492032,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
432,27648,27711,56623104,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
433,27712,27775,56754176,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
434,27776,27839,56885248,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
435,27840,27903,57016320,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
436,27904,27967,57147392,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
437,27968,28031,57278464,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
438,28032,28095,57409536,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
439,28096,28159,57540608,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
440,28160,28223,57671680,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
441,28224,28287,57802752,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
442,28288,28351,57933824,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
443,28352,28415,58064896,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
444,28416,28479,58195968,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
445,28480,28543,58327040,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
446,28544,28607,58458112,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
447,28608,28671,58589184,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
448,28672,28735,58720256,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
449,28736,28799,58851328,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
450,28800,28863,58982400,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
451,28864,28927,59113472,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
452,28928,28991,59244544,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
453,28992,29055,59375616,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
454,29056,29119,59506688,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
455,29120,29183,59637760,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
456,29184,29247,59768832,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
457,29248,29311,59899904,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
458,29312,29375,60030976,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
459,29376,29439,60162048,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
460,29440,29503,60293120,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
461,29504,29567,60424192,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
462,29568,29631,60555264,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
463,29632,29695,60686336,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
464,29696,29759,60817408,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
465,29760,29823,60948480,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
466,29824,29887,61079552,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
467,29888,29951,61210624,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
468,29952,30015,61341696,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
469,30016,30079,61472768,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
470,30080,30143,61603840,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
471,30144,30207,61734912,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
472,30208,30271,61865984,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
473,30272,30335,61997056,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
474,30336,30399,62128128,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
475,30400,30463,62259200,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
476,30464,30527,62390272,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
477,30528,30591,62521344,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
478,30592,30655,62652416,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
479,30656,30719,62783488,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
480,30720,30783,62914560,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
481,30784,30847,63045632,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
482,30848,30911,63176704,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
483,30912,30975,63307776,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
484,30976,31039,63438848,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
485,31040,31103,63569920,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
486,31104,31167,63700992,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
487,31168,31231,63832064,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
488,31232,31295,63963136,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
489,31296,31359,64094208,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
490,31360,31423,64225280,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
491,31424,31487,64356352,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
492,31488,31551,64487424,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
493,31552,31615,64618496,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
494,31616,31679,64749568,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
495,31680,31743,64880640,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
496,31744,31807,65011712,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
497,31808,31871,65142784,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
498,31872,31935,65273856,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
499,31936,31999,65404928,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
500,32000,32063,65536000,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
501,32064,32127,65667072,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
502,32128,32191,65798144,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
503,32192,32255,65929216,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
504,32256,32319,66060288,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
505,32320,32383,66191360,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
506,32384,32447,66322432,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
507,32448,32511,66453504,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
508,32512,32575,66584576,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
509,32576,32639,66715648,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
510,32640,32703,66846720,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
511,32704,32767,66977792,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
512,32768,32831,67108864,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
513,32832,32895,67239936,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
514,32896,32959,67371008,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
515,32960,33023,67502080,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
516,33024,33087,67633152,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
517,33088,33151,67764224,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
518,33152,33215,67895296,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
519,33216,33279,68026368,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
520,33280,33343,68157440,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
521,33344,33407,68288512,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
522,33408,33471,68419584,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
523,33472,33535,68550656,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
524,33536,33599,68681728,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
525,33600,33663,68812800,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
526,33664,33727,68943872,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
527,33728,33791,69074944,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
528,33792,33855,69206016,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
529,33856,33919,69337088,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
530,33920,33983,69468160,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
531,33984,34047,69599232,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
532,34048,34111,69730304,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
533,34112,34175,69861376,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
534,34176,34239,69992448,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
535,34240,34303,70123520,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
536,34304,34367,70254592,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
537,34368,34431,70385664,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
538,34432,34495,70516736,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
539,34496,34559,70647808,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
540,34560,34623,70778880,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
541,34624,34687,70909952,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
542,34688,34751,71041024,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
543,34752,34815,71172096,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
544,34816,34879,71303168,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
545,34880,34943,71434240,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
546,34944,35007,71565312,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
547,35008,35071,71696384,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
548,35072,35135,71827456,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
549,35136,35199,71958528,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
550,35200,35263,72089600,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
551,35264,35327,72220672,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
552,35328,35391,72351744,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
553,35392,35455,72482816,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
554,35456,35519,72613888,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
555,35520,35583,72744960,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
556,35584,35647,72876032,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
557,35648,35711,73007104,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
558,35712,35775,73138176,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
559,35776,35839,73269248,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
560,35840,35903,73400320,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
561,35904,35967,73531392,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
562,35968,36031,73662464,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
563,36032,36095,73793536,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
564,36096,36159,73924608,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
565,36160,36223,74055680,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
566,36224,36287,74186752,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
567,36288,36351,74317824,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
568,36352,36415,74448896,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
569,36416,36479,74579968,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
570,36480,36543,74711040,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
571,36544,36607,74842112,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
572,36608,36671,74973184,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
573,36672,36735,75104256,100.0,0.0,1,0.0,255,100.0,100.0,64,64,0,ALL_FF
